3437.00	9.53	193.52	100.60	100.60	54.00	35.10	106.60	36.30	250.43	63.90	1.50	1996.00	110.80	36.46	98.79	782.00	-	0.27
3437.00	11.11	175.23	101.20	101.20	54.00	40.90	106.50	41.00	305.59	63.00	1.70	2545.00	115.50	36.46	98.79	782.00	-	0.12
3437.00	12.70	153.35	101.30	101.60	56.00	45.60	106.40	46.20	344.29	69.00	0.90	3043.00	113.20	36.46	98.99	782.00	-	0.10
3437.00	14.29	138.16	101.40	100.20	57.00	49.30	106.43	49.70	360.23	71.10	0.80	3320.00	116.80	36.46	99.38	782.00	-	0.09
3440.00	7.94	163.62	92.05	90.95	44.00	25.60	102.55	25.94	145.68	33.94	0.24	1187.00	60.90	29.17	88.82	770.10	-	0.19
3440.00	7.94	163.60	92.59	92.64	42.00	24.80	102.51	25.81	145.72	33.63	0.24	1168.00	60.10	29.17	89.22	770.10	-	0.18
3440.00	7.94	163.00	92.63	94.15	43.00	26.60	102.07	26.24	144.77	33.85	0.24	1172.00	59.80	29.17	89.51	770.10	-	0.19
3277.80	6.35	288.78	101.90	104.10	26.50	-	106.20	25.90	168.59	48.30	0.80	1891.00	116.80	40.35	100.17	781.00	-	0.37
3277.80	9.53	282.70	103.80	103.50	39.00	-	106.40	40.10	354.22	89.80	3.20	1192.00	82.60	40.35	100.17	186.00	-	0.27
3277.80	11.11	271.55	103.60	102.90	45.30	-	106.47	46.10	460.41	117.30	0.60	2740.00	152.80	40.35	101.85	790.00	-	0.28
3277.80	12.70	254.33	104.10	103.80	50.30	-	106.40	50.50	569.07	138.40	1.60	3730.00	196.50	40.35	101.36	787.00	-	0.24
3277.80	14.30	239.13	105.80	104.00	53.50	-	106.70	54.00	648.10	158.00	1.80	4726.00	232.40	40.35	101.75	787.00	-	0.24
3276.00	7.50	268.00	95.00	95.40	56.00	28.60	104.98	30.40	246.61	69.90	1.20	1967.00	114.70	39.44	93.07	785.00	-	0.36
3276.00	9.53	262.00	94.90	94.90	62.00	36.30	105.18	37.50	350.09	94.40	1.40	2970.00	154.50	39.44	92.28	785.00	-	0.32
3276.00	11.11	252.00	97.00	96.90	66.00	42.80	105.24	43.70	452.11	117.60	1.40	3869.00	196.70	39.44	94.05	785.00	-	0.29
3276.00	12.70	237.40	95.70	95.80	70.00	47.50	105.23	47.90	562.20	142.00	2.10	5012.00	235.70	39.44	92.97	785.00	-	0.26
3276.00	14.30	220.00	99.80	99.30	70.00	51.80	105.16	52.10	653.25	154.70	2.30	5733.00	264.30	39.44	97.21	785.00	-	0.22
3284.00	7.94	241.12	88.70	89.00	51.00	27.00	104.68	27.20	215.34	55.40	1.10	1773.00	93.10	35.28	88.53	782.00	-	0.28
3284.00	9.53	240.00	91.20	91.40	59.10	34.90	104.84	35.70	312.61	72.70	1.90	2750.00	119.20	35.28	87.74	782.00	-	0.20
3284.00	11.11	229.00	98.00	98.90	63.30	41.40	104.85	42.50	409.23	86.30	3.50	3583.00	143.90	35.28	89.81	782.00	-	0.13
3284.00	12.70	215.00	98.60	97.20	65.00	45.80	104.78	46.30	479.09	93.50	4.70	4165.00	156.80	35.28	93.17	782.00	-	0.09
3284.00	14.29	198.00	98.50	98.40	66.90	49.80	104.63	50.50	568.50	106.60	6.40	5113.00	174.30	35.28	92.77	782.00	-	0.06
3288.60	7.94	231.23	92.60	92.70	51.00	-	104.40	28.10	215.80	50.50	0.45	1759.00	84.70	33.21	88.72	779.60	-	0.20
3288.60	11.11	217.20	93.10	93.30	60.00	-	104.60	41.30	387.68	72.00	1.50	3454.00	123.00	33.21	89.61	779.60	-	0.06
3289.80	9.53	199.00	95.95	94.64	56.00	-	103.90	36.16	264.30	47.60	1.00	2223.00	80.00	-	92.77	772.60	-	0.03
